mun_c,mun_n,reg_c,reg_n,arr_c,dist_n,arr_n,poste_c,type_poste_c,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs_maire,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
71045,Saint-Clet,16,Montérégie,,,,5,C,Conseiller,Labre,Mylène,F,Nouveau,,0,335,8,Élu
71045,Saint-Clet,16,Montérégie,,,,6,C,Conseiller,Farand,Josée,F,Sortant,,0,0,,Élu sans opposition
71050,Les Cèdres,16,Montérégie,,,,0,M,Maire,Larouche,Raymond,M,Sortant,,,0,,Élu sans opposition
71050,Les Cèdres,16,Montérégie,,1,,1,C,Conseiller,Proulx,Michel,M,Nouveau,,,0,,Élu sans opposition
71050,Les Cèdres,16,Montérégie,,2,,2,C,Conseiller,Clément,Serge,M,Sortant,,,0,,Élu sans opposition
71050,Les Cèdres,16,Montérégie,,3,,3,C,Conseiller,Trudel,Aline,F,Sortant,,,0,,Élu sans opposition
71050,Les Cèdres,16,Montérégie,,4,,4,C,Conseiller,Tardif,Bernard,M,Nouveau,,,28,4,Non élu
71050,Les Cèdres,16,Montérégie,,4,,4,C,Conseiller,Daoust,Bernard,M,Nouveau,,,188,4,Élu
71050,Les Cèdres,16,Montérégie,,5,,5,C,Conseiller,Daoust,Yves,M,Sortant,,,160,2,Non élu
71050,Les Cèdres,16,Montérégie,,5,,5,C,Conseiller,Thauvette,Louis,M,Nouveau,,,175,2,Élu
71050,Les Cèdres,16,Montérégie,,6,,6,C,Conseiller,Raposo,Nelson,M,Nouveau,,,29,2,Non élu
71050,Les Cèdres,16,Montérégie,,6,,6,C,Conseiller,Guérin,Marcel,M,Nouveau,,,52,2,Élu
71055,Pointe-des-Cascades,16,Montérégie,,,,0,M,Maire,Santerre,Gilles,M,Sortant,,,0,,Élu sans opposition
71055,Pointe-des-Cascades,16,Montérégie,,,,1,C,Conseiller,Doyle,Olivier,M,Sortant,,,0,,Élu sans opposition
71055,Pointe-des-Cascades,16,Montérégie,,,,2,C,Conseiller,Juneau,Martin,M,Sortant,,,0,,Élu sans opposition
71055,Pointe-des-Cascades,16,Montérégie,,,,3,C,Conseiller,Lalonde,Pierre,M,Sortant,,,0,,Élu sans opposition
71055,Pointe-des-Cascades,16,Montérégie,,,,4,C,Conseiller,Zytynsky,Peter Michael,M,Nouveau,,,0,,Élu sans opposition
71055,Pointe-des-Cascades,16,Montérégie,,,,5,C,Conseiller,Sheppard,Kerrilee,F,Nouveau,,,151,23,Non élu
71055,Pointe-des-Cascades,16,Montérégie,,,,5,C,Conseiller,Rodney,Girard,M,Nouveau,,,213,23,Élu
71055,Pointe-des-Cascades,16,Montérégie,,,,6,C,Conseiller,Giguere,Carl,M,Sortant,,,117,18,Non élu
71055,Pointe-des-Cascades,16,Montérégie,,,,6,C,Conseiller,Vallée,Mario,M,Nouveau,,,252,18,Élu
71060,L'Île-Perrot,16,Montérégie,,,,0,M,Maire,Roy,Marc,M,Sortant,,8327,1202,62,Non élu
71060,L'Île-Perrot,16,Montérégie,,,,0,M,Maire,Séguin,Pierre,M,Nouveau,,8327,1711,62,Élu
71060,L'Île-Perrot,16,Montérégie,,1 ? des Outaouais,,1,C,Conseiller,Sauvé,Yann,M,Nouveau,,8327,130,8,Non élu
71060,L'Île-Perrot,16,Montérégie,,1 ? des Outaouais,,1,C,Conseiller,Pelletier,Nancy,F,Sortant,,8327,230,8,Élu
71060,L'Île-Perrot,16,Montérégie,,2 ? de Brucy,,2,C,Conseiller,Fortin,Alain Fernand,M,Nouveau,,8327,90,7,Non élu
71060,L'Île-Perrot,16,Montérégie,,2 ? de Brucy,,2,C,Conseiller,Taillefer,Daniel,M,Sortant,,8327,114,7,Non élu
71060,L'Île-Perrot,16,Montérégie,,2 ? de Brucy,,2,C,Conseiller,Trempe Köszegi,Gaëtane,F,Nouveau,,8327,86,7,Non élu
71060,L'Île-Perrot,16,Montérégie,,2 ? de Brucy,,2,C,Conseiller,Deslauriers,Marc,M,Nouveau,,8327,299,7,Élu
71060,L'Île-Perrot,16,Montérégie,,3 ? du Parc,,3,C,Conseiller,Rainville,Marcel,M,Sortant,,8327,177,10,Non élu
71060,L'Île-Perrot,16,Montérégie,,3 ? du Parc,,3,C,Conseiller,Labbé,Gabrielle,F,Nouveau,,8327,235,10,Élu
71060,L'Île-Perrot,16,Montérégie,,4 ? du Versant,,4,C,Conseiller,Berthelot,Pascal,M,Nouveau,,8327,0,,Désistement
71060,L'Île-Perrot,16,Montérégie,,4 ? du Versant,,4,C,Conseiller,Bérubé,Karine,F,Nouveau,,8327,0,,Élu sans opposition
71060,L'Île-Perrot,16,Montérégie,,5 ? de l?Anse,,5,C,Conseiller,Pilon,Michel,M,Nouveau,,8327,120,10,Non élu
71060,L'Île-Perrot,16,Montérégie,,5 ? de l?Anse,,5,C,Conseiller,Rivard,Pierre,M,Nouveau,,8327,86,10,Non élu
71060,L'Île-Perrot,16,Montérégie,,5 ? de l?Anse,,5,C,Conseiller,Comeau,Kim,M,Sortant,,8327,451,10,Élu
71060,L'Île-Perrot,16,Montérégie,,6 ? de la Perdriole,,6,C,Conseiller,Leblanc,Daniel,M,Sortant,,8327,146,14,Non élu
71060,L'Île-Perrot,16,Montérégie,,6 ? de la Perdriole,,6,C,Conseiller,Auclair,Mathieu,M,Nouveau,,8327,288,14,Élu
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,,,0,M,Maire,Deschênes,Danie,F,Sortant,Option citoyens,0,0,,Élu sans opposition
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,1,,1,C,Conseiller,Pereira,Natalia,F,Nouveau,Option citoyens,0,0,,Élu sans opposition
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,2,,2,C,Conseiller,Guy,Alain,M,Nouveau,,0,59,6,Non élu
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,2,,2,C,Conseiller,Roy,Bruno,M,Sortant (autre poste),Option citoyens,0,277,6,Élu
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,3,,3,C,Conseiller,Lauzon,Daniel,M,Sortant,Option citoyens,0,0,,Élu sans opposition
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,4,,4,C,Conseiller,Groulx,Bernard,M,Sortant,Option citoyens,0,0,,Élu sans opposition
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,5,,5,C,Conseiller,Khan,Mahfuzur Rahman,M,Nouveau,,0,92,8,Non élu
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,5,,5,C,Conseiller,Pigeon,Normand,M,Sortant,Option citoyens,0,559,8,Élu
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,6,,6,C,Conseiller,Belmonte,Michela,F,Nouveau,,0,192,12,Non élu
71065,Notre-Dame-de-l'Île-Perrot,16,Montérégie,,6,,6,C,Conseiller,Fournel,Jean,M,Sortant,Option citoyens,0,341,12,Élu
71070,Pincourt,16,Montérégie,,,,0,M,Maire,Cardinal,Yvan,M,Sortant,,0,0,,Élu sans opposition
71070,Pincourt,16,Montérégie,,1,,1,C,Conseiller,Wolford,Alexandre,M,Sortant,,0,0,,Élu sans opposition
71070,Pincourt,16,Montérégie,,2,,2,C,Conseiller,Dagenais,Marc,M,Nouveau,,0,66,7,Non élu
71070,Pincourt,16,Montérégie,,2,,2,C,Conseiller,Bergeron,Denise,F,Sortant,,0,787,7,Élu
71070,Pincourt,16,Montérégie,,3,,3,C,Conseiller,McCarrick,Marnie,F,Nouveau,,0,157,6,Non élu
71070,Pincourt,16,Montérégie,,3,,3,C,Conseiller,Ierfino,Sam,M,Sortant,,0,371,6,Élu
71070,Pincourt,16,Montérégie,,4,,4,C,Conseiller,Comeau,Claude,M,Nouveau,,0,178,9,Non élu
71070,Pincourt,16,Montérégie,,4,,4,C,Conseiller,Boyer,Diane,F,Sortant,,0,409,9,Élu
71070,Pincourt,16,Montérégie,,5,,5,C,Conseiller,Badji,Ndiallo Aw,F,Nouveau,,0,74,1,Non élu
71070,Pincourt,16,Montérégie,,5,,5,C,Conseiller,Fournier,Denys,M,Nouveau,,0,66,1,Non élu
71070,Pincourt,16,Montérégie,,5,,5,C,Conseiller,Kinnear,John,M,Nouveau,,0,148,1,Non élu
71070,Pincourt,16,Montérégie,,5,,5,C,Conseiller,Girouard-Morel,Claudine,F,Nouveau,,0,276,1,Élu
71070,Pincourt,16,Montérégie,,6,,6,C,Conseiller,Lecavalier,René,M,Sortant,,0,0,,Élu sans opposition
71075,Terrasse-Vaudreuil,16,Montérégie,,,,0,M,Maire,Bourdeau,Michel,M,Sortant,Equipe Michel Bourdeau,,0,,Élu sans opposition
71075,Terrasse-Vaudreuil,16,Montérégie,,,,1,C,Conseiller,D`Antonio,Roger,M,Sortant,Equipe Michel Bourdeau,,285,32,Non élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,1,C,Conseiller,Perreault,Nathalie,F,Nouveau,,,454,32,Élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,2,C,Conseiller,Leclerc,Julien,M,Sortant,Equipe Michel Bourdeau,,0,,Élu sans opposition
71075,Terrasse-Vaudreuil,16,Montérégie,,,,3,C,Conseiller,Beauregard,Alain,M,Nouveau,,,367,34,Non élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,3,C,Conseiller,Brazeau,Jean-Pierre,M,Sortant,Equipe Michel Bourdeau,,370,34,Élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,4,C,Conseiller,Beauregard-Paquin,David,M,Sortant,,,356,34,Non élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,4,C,Conseiller,Dépault,Audrey,F,Nouveau,Equipe Michel Bourdeau,,381,34,Élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,5,C,Conseiller,Reynolds,Andrew,M,Nouveau,Equipe Michel Bourdeau,,298,31,Non élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,5,C,Conseiller,Robert,Jimmy,M,Nouveau,,,442,31,Élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,6,C,Conseiller,Frenette,Maxim,M,Nouveau,,,322,35,Non élu
71075,Terrasse-Vaudreuil,16,Montérégie,,,,6,C,Conseiller,de Repentigny,Yves,M,Sortant,Equipe Michel Bourdeau,,414,35,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,,,0,M,Maire,Séguin,Pierre,M,Nouveau,Équipe Nous sommes - Team we are,27763,3666,220,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,,,0,M,Maire,Pilon,Guy,M,Sortant,Parti de l'Action de Vaudreuil-Dorion,27763,6411,220,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,Quinchien,,1,C,Conseiller,Brunet,Chantal,F,Nouveau,Équipe Nous sommes - Team we are,27763,558,32,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,Quinchien,,1,C,Conseiller,Clément,Josée,F,Nouveau,Parti de l'Action de Vaudreuil-Dorion,27763,725,32,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,Valois,,2,C,Conseiller,Gordian,Sylvie,F,Nouveau,Équipe Nous sommes - Team we are,27763,518,43,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,Valois,,2,C,Conseiller,Séguin,François,M,Sortant,Parti de l'Action de Vaudreuil-Dorion,27763,769,43,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,Des Bâtisseurs,,3,C,Conseiller,Ali,Anita,F,Nouveau,Équipe Nous sommes - Team we are,27763,481,29,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,Des Bâtisseurs,,3,C,Conseiller,Sharma,Jasmine,F,Nouveau,Parti de l'Action de Vaudreuil-Dorion,27763,754,29,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,De la Seigneurie,,4,C,Conseiller,Roy,Karine,F,Nouveau,Équipe Nous sommes - Team we are,27763,554,25,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,De la Seigneurie,,4,C,Conseiller,Chartier,Céline,F,Sortant,Parti de l'Action de Vaudreuil-Dorion,27763,859,25,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,Des Chenaux,,5,C,Conseiller,Camet,Delphine,F,Nouveau,Équipe Nous sommes - Team we are,27763,576,32,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,Des Chenaux,,5,C,Conseiller,Morin,Diane,F,Nouveau,Parti de l'Action de Vaudreuil-Dorion,27763,763,32,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,Saint-Michel,,6,C,Conseiller,Langlois,Marc,M,Nouveau,Équipe Nous sommes - Team we are,27763,473,26,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,Saint-Michel,,6,C,Conseiller,Parent,Gabriel,M,Sortant,Parti de l'Action de Vaudreuil-Dorion,27763,742,26,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,Desrochers,,7,C,Conseiller,Bédard,Julien,M,Nouveau,Équipe Nous sommes - Team we are,27763,425,35,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,Desrochers,,7,C,Conseiller,Normand,Paul M.,M,Sortant,Parti de l'Action de Vaudreuil-Dorion,27763,720,35,Élu
71083,Vaudreuil-Dorion,16,Montérégie,,De la Baie,,8,C,Conseiller,Landry,Daniel,M,Nouveau,Équipe Nous sommes - Team we are,27763,414,32,Non élu
71083,Vaudreuil-Dorion,16,Montérégie,,De la Baie,,8,C,Conseiller,Dumoulin,Paul,M,Sortant,Parti de l'Action de Vaudreuil-Dorion,27763,759,32,Élu
71090,Vaudreuil-sur-le-Lac,16,Montérégie,,,,0,M,Maire,Pilon,Claude,M,Sortant,,,0,,Élu sans opposition
71090,Vaudreuil-sur-le-Lac,16,Montérégie,,,,1,C,Conseiller,Bradley,Ginette,F,Sortant,,,0,,Élu sans opposition
71090,Vaudreuil-sur-le-Lac,16,Montérégie,,,,2,C,Conseiller,Bélanger,André,M,Sortant,,,0,,Élu sans opposition
71090,Vaudreuil-sur-le-Lac,16,Montérégie,,,,3,C,Conseiller,Morin,Denis,M,Sortant,,,0,,Élu sans opposition
71090,Vaudreuil-sur-le-Lac,16,Montérégie,,,,4,C,Conseiller,Lapalme,Philip,M,Nouveau,,,0,,Élu sans opposition
71090,Vaudreuil-sur-le-Lac,16,Montérégie,,,,5,C,Conseiller,Le Sage,Paul,M,Sortant,,,0,,Élu sans opposition
71090,Vaudreuil-sur-le-Lac,16,Montérégie,,,,6,C,Conseiller,Chénier,Louise,F,Sortant,,,0,,Élu sans opposition
71095,L'Île-Cadieux,16,Montérégie,,,,0,M,Maire,Taylor,Robert,M,Nouveau,Citoyens pour l'avenir,117,18,1,Non élu
71095,L'Île-Cadieux,16,Montérégie,,,,0,M,Maire,Martel,Daniel,M,Sortant (autre poste),Équipe Daniel Martel,117,76,1,Élu
71095,L'Île-Cadieux,16,Montérégie,,,,1,C,Conseiller,Noel,Yves,M,Nouveau,Citoyens pour l'avenir,117,24,1,Non élu
71095,L'Île-Cadieux,16,Montérégie,,,,1,C,Conseiller,Charland,Martin,M,Sortant,Équipe Daniel Martel,117,70,1,Élu
71095,L'Île-Cadieux,16,Montérégie,,,,2,C,Conseiller,Buttars,Jennifer,F,Nouveau,Indépendant,117,27,1,Non élu
71095,L'Île-Cadieux,16,Montérégie,,,,2,C,Conseiller,Guimond,Tania-Rose,F,Nouveau,Citoyens pour l'avenir,117,13,1,Non élu
71095,L'Île-Cadieux,16,Montérégie,,,,2,C,Conseiller,Lapierre,Odette,F,Nouveau,Équipe Daniel Martel,117,54,1,Élu
71095,L'Île-Cadieux,16,Montérégie,,,,3,C,Conseiller,Gagnon,Réal,M,Nouveau,Citoyens pour l'avenir,117,18,1,Non élu
71095,L'Île-Cadieux,16,Montérégie,,,,3,C,Conseiller,Dauphin,Jacques,M,Nouveau,Équipe Daniel Martel,117,76,1,Élu
71095,L'Île-Cadieux,16,Montérégie,,,,4,C,Conseiller,Benoualid,Charles,M,Nouveau,Citoyens pour l'avenir,117,15,0,Non élu
71095,L'Île-Cadieux,16,Montérégie,,,,4,C,Conseiller,Falus,Brian,M,Sortant,Équipe Daniel Martel,117,80,0,Élu
71100,Hudson,16,Montérégie,,,,0,M,Maire,Eletr,Joseph H.,M,Nouveau,,4247,133,8,Non élu
71100,Hudson,16,Montérégie,,,,0,M,Maire,Nash,William,M,Nouveau,,4247,507,8,Non élu
71100,Hudson,16,Montérégie,,,,0,M,Maire,Nicholls,Jamie,M,Nouveau,,4247,1788,8,Élu
71100,Hudson,16,Montérégie,,Como,,1,C,Conseiller,Kurgansky,Helen,F,Nouveau,,4247,0,,Élu sans opposition
71100,Hudson,16,Montérégie,,Hudson Est,,2,C,Conseiller,Brickwood-Sandwell,June,F,Nouveau,,4247,19,3,Non élu
71100,Hudson,16,Montérégie,,Hudson Est,,2,C,Conseiller,Massa,Cynthia,F,Nouveau,,4247,156,3,Non élu
71100,Hudson,16,Montérégie,,Hudson Est,,2,C,Conseiller,Rikley-Krindle,Austin,M,Nouveau,,4247,211,3,Élu
71100,Hudson,16,Montérégie,,Hudson Centre,,3,C,Conseiller,Durand,Nicole,F,Sortant,,4247,158,2,Non élu
71100,Hudson,16,Montérégie,,Hudson Centre,,3,C,Conseiller,Hutchison,Chloe,F,Nouveau,,4247,187,2,Élu
71100,Hudson,16,Montérégie,,Fairhaven,,4,C,Conseiller,Redfern,Christine,F,Nouveau,,4247,135,18,Non élu
71100,Hudson,16,Montérégie,,Fairhaven,,4,C,Conseiller,Robinson,Barbara,F,Sortant,,4247,217,18,Élu
71100,Hudson,16,Montérégie,,Heights Est,,5,C,Conseiller,Mackay,Blair,M,Nouveau,,4247,152,8,Non élu
71100,Hudson,16,Montérégie,,Heights Est,,5,C,Conseiller,Duff,Jim,M,Nouveau,,4247,378,8,Élu
71100,Hudson,16,Montérégie,,Ouest,,6,C,Conseiller,Tabori,Miriam,F,Nouveau,,4247,206,5,Non élu
71100,Hudson,16,Montérégie,,Ouest,,6,C,Conseiller,Legault,Daren,M,Nouveau,,4247,234,5,Élu
71105,Saint-Lazare,16,Montérégie,,,,0,M,Maire,Jolicoeur,Lise,F,Sortant (autre poste),,14748,1855,78,Non élu
71105,Saint-Lazare,16,Montérégie,,,,0,M,Maire,Lambert,Michel,M,Nouveau,Alliance Saint-Lazare,14748,1528,78,Non élu
71105,Saint-Lazare,16,Montérégie,,,,0,M,Maire,Grimaudo,Robert,M,Sortant,,14748,2058,78,Élu
71105,Saint-Lazare,16,Montérégie,,1,,1,C,Conseiller,Hill,David,M,Nouveau,,14748,377,8,Non élu
71105,Saint-Lazare,16,Montérégie,,1,,1,C,Conseiller,Lachance,Geneviève,F,Nouveau,,14748,463,8,Élu
71105,Saint-Lazare,16,Montérégie,,2,,2,C,Conseiller,Haunstetter,Herbert,M,Nouveau,,14748,138,16,Non élu
71105,Saint-Lazare,16,Montérégie,,2,,2,C,Conseiller,Pialoux-Charrière,Dominique,F,Nouveau,,14748,321,16,Non élu
71105,Saint-Lazare,16,Montérégie,,2,,2,C,Conseiller,Tremblay,Pamela,F,Sortant,,14748,372,16,Élu
71105,Saint-Lazare,16,Montérégie,,3,,3,C,Conseiller,Markakis,Constantinos,M,Nouveau,,14748,151,11,Non élu
71105,Saint-Lazare,16,Montérégie,,3,,3,C,Conseiller,Pellicciotti,Sonny,M,Nouveau,,14748,184,11,Non élu
71105,Saint-Lazare,16,Montérégie,,3,,3,C,Conseiller,Couture,Martin,M,Nouveau,,14748,551,11,Élu
71105,Saint-Lazare,16,Montérégie,,4,,4,C,Conseiller,Esculier,Marc-André,M,Sortant,,14748,532,12,Non élu
71105,Saint-Lazare,16,Montérégie,,4,,4,C,Conseiller,Poitras,Michel,M,Nouveau,,14748,552,12,Élu
71105,Saint-Lazare,16,Montérégie,,5,,5,C,Conseiller,David,Serge,M,Sortant,,14748,256,29,Non élu
71105,Saint-Lazare,16,Montérégie,,5,,5,C,Conseiller,Chartrand,Richard,M,Nouveau,,14748,641,29,Élu
71105,Saint-Lazare,16,Montérégie,,6,,6,C,Conseiller,Nataf,Richard,M,Sortant,,14748,179,16,Non élu
71105,Saint-Lazare,16,Montérégie,,6,,6,C,Conseiller,Trainor,Brian,M,Nouveau,,14748,716,16,Élu
71110,Sainte-Marthe,16,Montérégie,,,,0,M,Maire,Chagal,Myriam,F,Nouveau,,897,169,13,Non élu
71110,Sainte-Marthe,16,Montérégie,,,,0,M,Maire,Pleau,François,M,Sortant,Équipe François Pleau,897,366,13,Élu
71110,Sainte-Marthe,16,Montérégie,,,,1,C,Conseiller,Legros,Sébastien,M,Nouveau,,897,197,12,Non élu
71110,Sainte-Marthe,16,Montérégie,,,,1,C,Conseiller,Lavergne,Jacqueline,F,Nouveau,Équipe François Pleau,897,339,12,Élu
71110,Sainte-Marthe,16,Montérégie,,,,2,C,Conseiller,Gravel,Claude,M,Sortant,Équipe François Pleau,897,0,,Élu sans opposition
71110,Sainte-Marthe,16,Montérégie,,,,3,C,Conseiller,Verreault,Carl,M,Nouveau,Équipe François Pleau,897,0,,Élu sans opposition
71110,Sainte-Marthe,16,Montérégie,,,,4,C,Conseiller,Thivierge,Caroline,F,Nouveau,,897,191,12,Non élu
71110,Sainte-Marthe,16,Montérégie,,,,4,C,Conseiller,Dupras,Carl,M,Nouveau,Équipe François Pleau,897,345,12,Élu
71110,Sainte-Marthe,16,Montérégie,,,,5,C,Conseiller,Campbell-Cossette,Marie Céline,F,Nouveau,,897,167,14,Non élu
71110,Sainte-Marthe,16,Montérégie,,,,5,C,Conseiller,Séguin,Gilbert,M,Sortant,Équipe François Pleau,897,367,14,Élu
71110,Sainte-Marthe,16,Montérégie,,,,6,C,Conseiller,Théorêt,Natalie,F,Nouveau,,897,191,16,Non élu
71110,Sainte-Marthe,16,Montérégie,,,,6,C,Conseiller,Brunelle,Jinny,F,Sortant,Équipe François Pleau,897,341,16,Élu
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,0,M,Maire,Domingos,Patricia,F,Nouveau,,,0,,Désistement
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,0,M,Maire,Séguin,Jacques,M,Sortant (autre poste),,,0,,Désistement
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,0,M,Maire,Ranger,Denis,M,Sortant (autre poste),,,0,,Élu sans opposition
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,1,C,Conseiller,Pouliot,Denis,M,Sortant,,,0,,Élu sans opposition
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,2,C,Conseiller,Cholette,Pierre,M,Nouveau,,,0,,Désistement
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,2,C,Conseiller,Lanthier,Maryse,F,Nouveau,,,0,,Élu sans opposition
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,3,C,Conseiller,Thauvette,Danic,M,Nouveau,,,0,,Élu sans opposition
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,4,C,Conseiller,Dufresne,Éric,M,Sortant,,,0,,Élu sans opposition
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,5,C,Conseiller,Méthot,Gabrielle,F,Nouveau,,,0,,Désistement
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,5,C,Conseiller,Campbell,Shawn,M,Nouveau,,,0,,Élu sans opposition
71115,Sainte-Justine-de-Newton,16,Montérégie,,,,6,C,Conseiller,Domingos,Patricia,F,Nouveau,,,0,,Élu sans opposition
71125,Très-Saint-Rédempteur,16,Montérégie,,,,0,M,Maire,Blais,Louise,F,Nouveau,,714,141,11,Non élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,0,M,Maire,lalonde,Jean,M,Sortant,,714,113,11,Non élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,0,M,Maire,Lemieux,Julie,F,Sortant (autre poste),,714,235,11,Élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,1,C,Conseiller,Cozens,Paul,M,Sortant,,714,220,17,Non élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,1,C,Conseiller,Strong-Gallant,Steven,M,Nouveau,,714,263,17,Élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,2,C,Conseiller,Beauclair,Gérard,M,Nouveau,,714,177,24,Non élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,2,C,Conseiller,Paré,Isabelle,F,Nouveau,,714,299,24,Élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,3,C,Conseiller,Vezaine,Aline,F,Nouveau,,714,171,13,Non élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,3,C,Conseiller,SAuvé,Réjean,M,Nouveau,,714,316,13,Élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,4,C,Conseiller,Hébert,René-Philippe,M,Sortant,,714,0,,Désistement
71125,Très-Saint-Rédempteur,16,Montérégie,,,,4,C,Conseiller,Nault,Aline,F,Nouveau,,714,0,,Élu sans opposition
71125,Très-Saint-Rédempteur,16,Montérégie,,,,5,C,Conseiller,Zalac,Alexandre,M,Sortant,,714,0,,Élu sans opposition
71125,Très-Saint-Rédempteur,16,Montérégie,,,,6,C,Conseiller,Cardinal,Mario,M,Sortant,,714,190,25,Non élu
71125,Très-Saint-Rédempteur,16,Montérégie,,,,6,C,Conseiller,Mouzon,Willy,M,Nouveau,,714,285,25,Élu
71133,Rigaud,16,Montérégie,,,,0,M,Maire,Landry,Jeannine,F,Nouveau,,6134,716,55,Non élu
71133,Rigaud,16,Montérégie,,,,0,M,Maire,Gruenwald  Jr,Hans,M,Sortant,,6134,1725,55,Élu
71133,Rigaud,16,Montérégie,,1,,1,C,Conseiller,Boucher,Charles,M,Nouveau,,6134,179,6,Non élu
71133,Rigaud,16,Montérégie,,1,,1,C,Conseiller,Pelletier,Yves,M,Nouveau,,6134,149,6,Non élu
71133,Rigaud,16,Montérégie,,1,,1,C,Conseiller,Frigault,Marie-Claude,F,Nouveau,,6134,184,6,Élu
71133,Rigaud,16,Montérégie,,2,,2,C,Conseiller,Ranger,Carmen,F,Nouveau,,6134,0,,Désistement
71133,Rigaud,16,Montérégie,,2,,2,C,Conseiller,Martin,Archie,M,Sortant,,6134,0,,Élu sans opposition
71133,Rigaud,16,Montérégie,,3,,3,C,Conseiller,Liboiron,André,M,Nouveau,,6134,167,14,Non élu
71133,Rigaud,16,Montérégie,,3,,3,C,Conseiller,de Haerne,Edith,F,Sortant,,6134,268,14,Élu
71133,Rigaud,16,Montérégie,,4,,4,C,Conseiller,Lavigne,François,M,Nouveau,,6134,200,8,Non élu
71133,Rigaud,16,Montérégie,,4,,4,C,Conseiller,Boucher,André,M,Sortant,,6134,219,8,Élu
71133,Rigaud,16,Montérégie,,5,,5,C,Conseiller,Lalonde,Danny,M,Sortant,,6134,0,,Élu sans opposition
71133,Rigaud,16,Montérégie,,6,,6,C,Conseiller,Gauthier,Mario,M,Sortant,,6134,0,,Élu sans opposition
71140,Pointe-Fortune,16,Montérégie,,,,0,M,Maire,Bélanger,François,M,Sortant,,,0,,Élu sans opposition
71140,Pointe-Fortune,16,Montérégie,,,,1,C,Conseiller,,,,,,,,,Poste vacant
71140,Pointe-Fortune,16,Montérégie,,,,2,C,Conseiller,,,,,,,,,Poste vacant
71140,Pointe-Fortune,16,Montérégie,,,,3,C,Conseiller,Berniquez,Christiane,F,Sortant,,,0,,Élu sans opposition
71140,Pointe-Fortune,16,Montérégie,,,,4,C,Conseiller,Charlebois,Guylaine,F,Nouveau,,,0,,Élu sans opposition
71140,Pointe-Fortune,16,Montérégie,,,,5,C,Conseiller,Deschamps,Gilles,M,Sortant,,,0,,Élu sans opposition
71140,Pointe-Fortune,16,Montérégie,,,,6,C,Conseiller,Flack,Kenneth,M,Nouveau,,,0,,Élu sans opposition
