mun_c,mun_n,mun_type,mrc_c,mrc_n,reg_c,reg_n,arr_n,dist_n,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
4005,Sainte-Madeleine-de-la-Rivière-Madeleine,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Lamoureux Jr,Georges,M,Nouveau candidat,,379,85,2,Non élu
4005,Sainte-Madeleine-de-la-Rivière-Madeleine,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Langlois,Sylvie,F,Sortant (même poste),,379,0,,Élu sans opposition
4005,Sainte-Madeleine-de-la-Rivière-Madeleine,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,DesRoches,Jean-Marc,M,Sortant (même poste),,379,0,,Élu sans opposition
4005,Sainte-Madeleine-de-la-Rivière-Madeleine,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Fournier,Anna-Kim,F,Nouveau candidat,,379,146,3,Élu
4005,Sainte-Madeleine-de-la-Rivière-Madeleine,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Lévesque,Jacques,M,Nouveau candidat,,379,84,3,Non élu
4005,Sainte-Madeleine-de-la-Rivière-Madeleine,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Synnett,Jean-François,M,Sortant (même poste),,379,0,,Élu sans opposition
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Bélanger,Claude,M,Sortant (autre poste),,955,0,,Élu sans opposition
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Boucher,Mark,M,Sortant (même poste),,955,0,,Élu sans opposition
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Daraîche,Vincent,M,Nouveau candidat,,955,328,11,Élu
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Lebreux,Jacques,M,Nouveau candidat,,955,112,11,Non élu
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Robinson,Tim,M,Nouveau candidat,,955,311,6,Élu
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Fournier,Ronald,M,Nouveau candidat,,955,130,6,Non élu
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Cleary,Stéphane,M,Sortant (même poste),,955,0,,Élu sans opposition
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Boucher,Daniel,M,Nouveau candidat,,955,0,,Élu sans opposition
4010,Saint-Maxime-du-Mont-Louis,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Robinson,Renaud,M,Sortant (même poste),,955,0,,Élu sans opposition
4015,Mont-Saint-Pierre,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Émond,Magella,M,Sortant (même poste),,0,,,Élu sans opposition
4015,Mont-Saint-Pierre,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Daraîche,André,M,Sortant (même poste),,0,,,Élu sans opposition
4015,Mont-Saint-Pierre,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Ouellet,Marise,F,Nouveau candidat,,0,,,Élu sans opposition
4015,Mont-Saint-Pierre,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Mercier,Madone,F,Nouveau candidat,,0,,,Élu sans opposition
4015,Mont-Saint-Pierre,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Gagnon,Alain,M,Sortant (même poste),,0,,,Élu sans opposition
4015,Mont-Saint-Pierre,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Cloutier,Claude,M,Sortant (même poste),,0,,,Élu sans opposition
4015,Mont-Saint-Pierre,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Ouellet,Yannick,M,Sortant (même poste),,0,,,Élu sans opposition
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,NORMAND,RÉJEAN,M,Sortant (même poste),,166,0,,Élu sans opposition
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CASTONGUAY,JOHANNE,F,Sortant (même poste),,166,0,,Élu sans opposition
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CASTONGUAY,ROBERGE,M,Nouveau candidat,,166,0,,Élu sans opposition
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,TREMBLAY,ALLEN,M,Nouveau candidat,,166,0,,Élu sans opposition
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,AUCLAIR,DOMINIQUE,F,Sortant (même poste),,166,56,1,Élu
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CASTONGUAY,JACYNTE,F,Nouveau candidat,,166,56,1,Égalité
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,BARRETTE,MARTIN,M,Nouveau candidat,,166,81,0,Élu
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,MINVILLE,AZILDA,F,Sortant (même poste),,166,32,0,Non élu
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,THERRIEN,JEAN-MARIE,M,Sortant (même poste),,166,62,5,Élu
4020,Rivière-à-Claude,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,BERNATCHEZ,MICHEL,M,Nouveau candidat,,166,46,5,Non élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Gasse,Renée,F,Nouveau candidat,,276,108,8,Élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Deschênes,Ghislain,M,Sortant (même poste),,276,99,8,Non élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Paquet,Gérald,M,Sortant (autre poste),,276,0,8,Désistement
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Pelletier,Renaud,M,Sortant (même poste),,276,0,,Élu sans opposition
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Garneau,Réjean,M,Sortant (même poste),,276,0,,Élu sans opposition
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,L'Italien,Isabelle,F,Sortant (même poste),,276,0,,Élu sans opposition
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Gagné,Jean-Sébastien,M,Nouveau candidat,,276,122,1,Élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Vallée,Sylvie,F,Nouveau candidat,,276,92,1,Non élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Dion,Joannie,F,Nouveau candidat,,276,131,8,Élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Couturier,Jean-Pierre,M,Nouveau candidat,,276,71,8,Non élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Leclerc,Réjean,M,Nouveau candidat,,276,117,2,Élu
4025,Marsoui,Village,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Rioux,Paule,F,Nouveau candidat,,276,94,2,Non élu
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,SOHIER,YVES,M,Sortant (même poste),,197,0,,Élu sans opposition
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,BERTRAND-LEMAY,VALÉRIE,F,Nouveau candidat,,197,0,,Élu sans opposition
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,LECLERC,RÉMY-RICHARD,M,Sortant (même poste),,197,67,1,Élu
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,BROCHU,MOÏZE,F,Nouveau candidat,,197,23,1,Non élu
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,RIOUX,MARIE-LAURE,F,Sortant (même poste),,197,0,,Élu sans opposition
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,MARIN,GUYLAINE,F,Sortant (même poste),,197,0,,Élu sans opposition
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,ALLARD,VALÉRIE,F,Nouveau candidat,,197,0,,Élu sans opposition
4030,La Martre,Municipalité,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,DINEL,MARC-ANDRÉ,M,Nouveau candidat,,197,0,,Élu sans opposition
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Deschênes,Simon,M,Sortant (même poste),,5205,0,,Élu sans opposition
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,des Montagnes,Conseiller,Belley,Myriam,F,Nouveau candidat,,718,75,5,Élu
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,des Montagnes,Conseiller,Kenney,Marc-Olivier,M,Nouveau candidat,,718,58,5,Non élu
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,des Ruisseaux,Conseiller,Lévesque,Ariane,F,Sortant (même poste),,855,0,,Élu sans opposition
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,du Cap,Conseiller,Lemieux,Simon,M,Nouveau candidat,,910,209,0,Élu
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,du Cap,Conseiller,Portelance,Marc,M,Sortant (même poste),,910,201,0,Non élu
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,de la Rivière,Conseiller,Pelletier,Simon,M,Sortant (même poste),,934,0,,Élu sans opposition
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,du Faubourg,Conseiller,Bujold,Richard,M,Nouveau candidat,,941,235,2,Élu
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,du Faubourg,Conseiller,Thibault,Benoit,M,Sortant (même poste),,941,142,2,Non élu
4037,Sainte-Anne-des-Monts,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,de l'Anse,Conseiller,Letourneau,Jacques,M,Sortant (même poste),,847,0,,Élu sans opposition
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Soucy,Marcel,M,Nouveau candidat,,2178,587,15,Élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,BÉRUBÉ,GUILLAUME,M,Nouveau candidat,,2178,401,15,Non élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,BLANCHETTE,MAXIME,M,Nouveau candidat,,2178,206,15,Non élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,HUOT,PIERRE,M,Nouveau candidat,,2178,0,15,Désistement
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,GAUDREAU,JEAN-CLAUDE,M,Nouveau candidat,,2178,685,44,Élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,JEAN-MARC,LEMIEUX,M,Sortant (même poste),,2178,480,44,Non élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,RENALD,ROY,M,Sortant (même poste),,2178,603,43,Élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CHRÉTIEN,ROSAIRE,M,Nouveau candidat,,2178,563,43,Non élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,GODBOUT,MARIE-EVE,F,Nouveau candidat,,2178,657,21,Élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,ST-GELAIS,MARCO,M,Nouveau candidat,,2178,531,21,Non élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,SIMON,LANDRY,M,Sortant (même poste),,2178,0,21,Désistement
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,SOUCY,RÉGIS,M,Nouveau candidat,,2178,679,36,Élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,LANDRY,SIMON,M,Sortant (autre poste),,2178,494,36,Non élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Émond,Richard,M,Sortant (même poste),,2178,0,36,Désistement
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,JACINTHE,CÔTÉ,F,Sortant (même poste),,2178,927,15,Élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,LIPPÉ,DOMINIC,M,Nouveau candidat,,2178,267,15,Non élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,ST-LOUIS,MATHIEU-OLIVIER,M,Nouveau candidat,,2178,700,22,Élu
4047,Cap-Chat,Ville,40,La Haute-Gaspésie,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,LOUIS-SEIZE,SERGERIE,M,Sortant (même poste),,2178,487,22,Non élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,COUTURE-BEEBE,ROLANDE,F,Sortant (autre poste),,336,165,2,Élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,DOW FRANCOEUR,COLETTE,F,Sortant (même poste),,336,79,2,Non élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,GAGNON,MARCEL,M,Sortant (même poste),,336,152,3,Élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,LAMARRE,DANIEL,M,Nouveau candidat,,336,91,3,Non élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,SKENE,NANCY,F,Sortant (même poste),,336,0,,Élu sans opposition
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CHAPADOS,GEORGETTE,F,Sortant (même poste),,336,145,0,Élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,DONELLE,DIANE,F,Nouveau candidat,,336,102,0,Non élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,HAYES,MICHAEL,M,Nouveau candidat,,336,126,3,Élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,BLAIS,JOSEPH,M,Sortant (même poste),JOSEPH BLAIS,336,117,3,Non élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,IMHOFF,HEATHER,F,Nouveau candidat,,336,166,0,Élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,HUARD,CAROLE,F,Nouveau candidat,,336,80,0,Non élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,VAUTIER,JEFFREY,M,Nouveau candidat,,336,179,0,Élu
5010,Shigawake,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,AUBUT,RÉAL,M,Nouveau candidat,,336,69,0,Non élu
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Grenier,Genade,M,Sortant (même poste),,373,0,,Élu sans opposition
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Horth,Johanne,F,Nouveau candidat,,373,0,,Élu sans opposition
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Chapados,Georges,M,Nouveau candidat,,373,164,3,Élu
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Roussy,Linda,F,Sortant (autre poste),,373,96,3,Non élu
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Grenier,Laurette,F,Sortant (même poste),,373,0,3,Désistement
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Litalien,Gérard,M,Sortant (même poste),,373,164,1,Élu
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Horth,Sylvain,M,Nouveau candidat,,373,98,1,Non élu
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Grenier,Laurette,F,Sortant (autre poste),,373,0,,Élu sans opposition
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Roussy,Linda,F,Sortant (même poste),,373,0,,Désistement
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Lecourtois,Sylvie,F,Nouveau candidat,,373,0,,Élu sans opposition
5015,Saint-Godefroi,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Huard,Nancy,F,Sortant (même poste),,373,0,,Élu sans opposition
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,MacWhirter,Linda,F,Sortant (même poste),,0,,,Élu sans opposition
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Ross,G. Joanne,F,Nouveau candidat,,0,,,Élu sans opposition
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Francoeur,Lida,F,Sortant (même poste),,0,,,Élu sans opposition
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Bujold,Kyle,M,Nouveau candidat,,0,,,Désistement
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Shannon,Major,F,Nouveau candidat,,0,,,Élu sans opposition
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Major,Tracy,F,Nouveau candidat,,0,,,Élu sans opposition
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Delarosbil,Gisèle,F,Nouveau candidat,,0,,,Élu sans opposition
5020,Hope Town,Municipalité,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Thériault,Elizabeth,F,Sortant (même poste),,0,,,Élu sans opposition
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,Whittom,Hazen,M,Sortant (même poste),,603,0,,Élu sans opposition
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Arsenault,Annick,F,Nouveau candidat,,603,271,4,Élu
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Chapados,Laurette,F,Sortant (même poste),,603,114,4,Non élu
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Plusquellec,Colette,F,Nouveau candidat,,603,227,5,Élu
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Roussy,Claude,M,Sortant (même poste),,603,157,5,Non élu
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Grenier,Magella,M,Sortant (même poste),,603,0,,Élu sans opposition
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Doucet,Delisca,F,Sortant (même poste),,603,0,,Élu sans opposition
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Delarosbil,Linda,F,Nouveau candidat,,603,287,2,Élu
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Tremblay,Benoit,M,Nouveau candidat,,603,100,2,Non élu
5025,Hope,Canton,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,Delarosbil,Patricia,F,Sortant (même poste),,603,0,,Élu sans opposition
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,LOISEL,MARC,M,Nouveau candidat,,2798,1445,12,Élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Maire,HOLMES,NELSON,M,Nouveau candidat,,2798,424,12,Non élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,McNAUGHTON,LOUIS-ALEXANDRE,M,Nouveau candidat,,2798,957,12,Élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CASTILLOUX,SOLANGE,F,Sortant (même poste),,2798,906,12,Non élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,ANGLEHART,NANCY,F,Nouveau candidat,,2798,1126,11,Élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CASTILLOUX,NATHALIE,F,Sortant (même poste),,2798,738,11,Non élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,HUARD,GABRIEL,M,Nouveau candidat,,2798,1546,16,Élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,ALAIN,HENRI,M,Sortant (même poste),,2798,312,16,Non élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,CÔTÉ,MARIE-ANDRÉE,F,Nouveau candidat,,2798,1351,20,Élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,GRENIER,ÉMILIEN,M,Nouveau candidat,,2798,283,20,Non élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,DENIS,JEAN-MARIE A.,M,Nouveau candidat,,2798,231,20,Non élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,HOLMES,NELSON,M,Nouveau candidat,,2798,0,20,Désistement
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,LANGLOIS,SANDRA,F,Nouveau candidat,,2798,939,9,Élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,WHITTOM,REMI,M,Nouveau candidat,,2798,530,9,Non élu
5032,Paspébiac,Ville,50,Bonaventure,11,Gaspésie—Îles-de-la-Madeleine,,,Conseiller,HUARD,HEBERT,M,Sortant (même poste),,2798,402,9,Non élu
