mun_c,mun_n,mun_type,mrc_c,mrc_n,reg_c,reg_n,arr_n,dist_n,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
94260,Saint-Charles-de-Bourget,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bergeron,Manon,F,Nouveau candidat,,0,,,Élu sans opposition
94260,Saint-Charles-de-Bourget,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gauthier,Jacques,M,Sortant (même poste),,0,,,Élu sans opposition
94260,Saint-Charles-de-Bourget,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,,,,,,,,,Poste vacant
94260,Saint-Charles-de-Bourget,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,,,,,,,,,Poste vacant
94260,Saint-Charles-de-Bourget,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,,,,,,,,,Poste vacant
94265,Larouche,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Lavoie,Guy,M,Sortant (autre poste),,0,,,Élu sans opposition
94265,Larouche,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Côté,Dominique,M,Nouveau candidat,,0,,,Élu sans opposition
94265,Larouche,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boily,Vicky,F,Nouveau candidat,,0,,,Élu sans opposition
94265,Larouche,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Thivierge,Pascal,M,Sortant (même poste),,0,,,Élu sans opposition
94265,Larouche,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Harvey,Fernand,M,Sortant (même poste),,0,,,Élu sans opposition
94265,Larouche,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lévesque,Jean-Philippe,M,Nouveau candidat,,0,,,Élu sans opposition
94265,Larouche,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Ouellet,Danie,F,Sortant (même poste),,0,,,Élu sans opposition
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Therrien,Richard,M,Nouveau candidat,,686,290,6,Élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Breton,Charles,M,Sortant (même poste),,686,166,6,Non élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Therrien,Guy,M,Sortant (même poste),,686,0,,Élu sans opposition
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Dany,M,Nouveau candidat,,686,239,7,Élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Savard,Johanne,F,Nouveau candidat,,686,216,7,Non élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Chambers Evans,Jane,F,Sortant (même poste),,686,328,11,Élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Villeneuve,Fernand,M,Nouveau candidat,,686,123,11,Non élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Stéphanie,F,Sortant (même poste),,686,226,11,Élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Fortier,Sylvain,M,Nouveau candidat,,686,225,11,Non élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Pineault,Mireille,F,Sortant (même poste),,686,0,,Élu sans opposition
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Dubé,Linda,F,Sortant (même poste),,686,285,9,Élu
95005,Tadoussac,Village,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Mailloux,Daniel,M,Nouveau candidat,,686,168,9,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Boulianne,Lise,F,Sortant (même poste),,1440,519,9,Élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Gagnon,Marjolaine,F,Nouveau candidat,,1440,367,9,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Deschênes,Nada,F,Sortant (même poste),Indépendant,1440,687,13,Élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,DUFOUR,LISETTE,F,Nouveau candidat,Indépendant,1440,195,13,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Dufour,Marie-Chantal,F,Sortant (même poste),Indépendant,1440,438,11,Élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Laprise,Georges-Albert,M,Nouveau candidat,Indépendant,1440,239,11,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Hovington,Enrico,M,Nouveau candidat,Indépendant,1440,207,11,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Dufour,Valérie,F,Sortant (même poste),Indépendant,1440,421,13,Élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Germain,M,Nouveau candidat,Indépendant,1440,321,13,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Deschênes,Hébert,M,Nouveau candidat,Indépendant,1440,140,13,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Lavoie,Guillaume,M,Nouveau candidat,Indépendant,1440,0,,Élu sans opposition
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Boisvert,Janic,M,Nouveau candidat,,1440,565,21,Élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Éric,M,Nouveau candidat,Indépendant,1440,309,21,Non élu
95010,Sacré-Coeur,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Hovington,Billy,M,Sortant (même poste),,1440,0,,Élu sans opposition
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,ROSS,NATHALIE,F,Nouveau candidat,,596,258,4,Élu
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,BOUCHARD,FRANCIS,M,Sortant (même poste),,596,130,4,Non élu
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,SIMARD,MARTIN,M,Sortant (même poste),,596,0,,Élu sans opposition
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,NAUD,JEAN-SÉBASTIEN,M,Nouveau candidat,,596,0,,Élu sans opposition
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,LAJOIE,EVE,F,Nouveau candidat,,596,0,,Élu sans opposition
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,GILBERT,LUC,M,Sortant (même poste),,596,0,,Élu sans opposition
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,GAUDREAULT,HERVÉ,M,Nouveau candidat,,596,282,13,Élu
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,GAUTHIER,STÉPHANE,M,Nouveau candidat,,596,97,13,Non élu
95018,Les Bergeronnes,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,MALTAIS,FRANÇOIS,M,Nouveau candidat,,596,0,,Élu sans opposition
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Desrosiers,André,M,Sortant (même poste),,1732,0,,Élu sans opposition
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Chamberland,Roger,M,Nouveau candidat,,1732,232,4,Élu
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Seelig,Danny,M,Nouveau candidat,,1732,229,4,Non élu
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Roussel,Karine,F,Sortant (même poste),,1732,0,,Élu sans opposition
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Gagnon,Stephanie,F,Nouveau candidat,,1732,248,6,Élu
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Roussel,Claudette,F,Sortant (même poste),,1732,209,6,Non élu
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Gagnon,Gaetan,M,Nouveau candidat,,1732,0,,Élu sans opposition
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Letourneau,Dorte,M,Nouveau candidat,,1732,302,6,Élu
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Boulianne,Line,F,Sortant (autre poste),,1732,156,6,Non élu
95025,Les Escoumins,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Morin,Denis,M,Sortant (même poste),,1732,0,,Élu sans opposition
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Perron,Donald,M,Sortant (même poste),,874,0,,Élu sans opposition
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Bouchard,Daniel,M,Nouveau candidat,,874,208,10,Élu
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Gagnon,Charles,M,Nouveau candidat,,874,199,10,Non élu
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Dion,Serge,M,Sortant (même poste),,874,0,,Élu sans opposition
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Dugas,Sylvain,M,Nouveau candidat,,874,287,9,Élu
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Brisson,Julie,F,Sortant (même poste),,874,121,9,Non élu
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Bouchard,Paulo,M,Nouveau candidat,,874,252,9,Élu
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Giroux,Jean-Paul,M,Sortant (même poste),,874,156,9,Non élu
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Réjean,M,Sortant (même poste),,874,0,,Élu sans opposition
95032,Longue-Rive,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,SAVARD,JOHANNE,F,Nouveau candidat,,874,0,,Élu sans opposition
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Tremblay,Jean-Maurice,M,Nouveau candidat,,570,0,,Élu sans opposition
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Kennedy,Caroline,F,Nouveau candidat,,570,0,,Élu sans opposition
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Paradis,Robin,M,Sortant (même poste),,570,0,,Élu sans opposition
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Emond,Roberto,M,Sortant (même poste),,570,0,,Élu sans opposition
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Barrette,Danielle,F,Sortant (même poste),,570,197,8,Élu
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Jean-Pierre,M,Nouveau candidat,,570,162,8,Non élu
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Jonathan,M,Nouveau candidat,,570,292,8,Élu
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Savard,Lucien Tom,M,Sortant (même poste),,570,67,8,Non élu
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Liliane,F,Nouveau candidat,,570,278,6,Élu
95040,Portneuf-sur-Mer,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Hygan,M,Sortant (même poste),,570,83,6,Non élu
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Anctil,Micheline,F,Sortant (même poste),,2453,869,14,Élu
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Gagnon,Branda,F,Nouveau candidat,,2453,103,14,Non élu
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Jannie,F,Nouveau candidat,,2453,0,,Élu sans opposition
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Desbiens,Mario,M,Sortant (même poste),,2453,0,,Élu sans opposition
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Foster,Richard,M,Sortant (même poste),,2453,0,,Élu sans opposition
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,L'Heureux,Gina,F,Sortant (même poste),,2453,0,,Élu sans opposition
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Gagné,Nadine,F,Sortant (même poste),,2453,0,,Élu sans opposition
95045,Forestville,Ville,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Girard,Carol,M,Nouveau candidat,,2453,0,,Élu sans opposition
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Savard,Claire,F,Nouveau candidat,,632,163,0,Élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Imbeault,Marie-France,F,Sortant (même poste),,632,136,0,Non élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Maire,Brisson,Max,M,Nouveau candidat,,632,63,0,Non élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay-Miller,Joannie,F,Nouveau candidat,,632,208,0,Élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Dalilas,F,Sortant (même poste),,632,142,0,Non élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Tremblay,Caroline,F,Sortant (même poste),,632,0,,Élu sans opposition
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Dumont,David,M,Sortant (même poste),,632,0,,Élu sans opposition
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Croteau,Keven,M,Nouveau candidat,,632,182,0,Élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Bourgoing,Patrick,M,Nouveau candidat,,632,164,0,Non élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Conroy,Catherine,F,Nouveau candidat,,632,178,0,Élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Laprise,Sylvie,F,Sortant (même poste),,632,169,0,Non élu
95050,Colombier,Municipalité,950,La Haute-Côte-Nord,9,Côte-Nord,,,Conseiller,Gauthier,Alain,M,Sortant (même poste),,632,0,,Élu sans opposition
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Baillargeon,Étienne,M,Sortant (même poste),,446,156,3,Élu
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Jourdain,Bernard,M,Nouveau candidat,,446,151,3,Non élu
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Paquet,Michel,M,Nouveau candidat,,446,0,,Élu sans opposition
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Thibeault,Yvan,M,Nouveau candidat,,446,0,,Élu sans opposition
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Malouin,Alain,M,Nouveau candidat,,446,0,,Élu sans opposition
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,,,,,,,,,Poste vacant
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Jourdain,Carole,F,Sortant (même poste),,446,0,,Élu sans opposition
96005,Baie-Trinité,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,,,,,,,,,Poste vacant
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Bouffard,Jean-Yves,M,Sortant (même poste),,328,93,0,Élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Caron,France,F,Sortant (autre poste),,328,63,0,Non élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Labrie,Alain,M,Nouveau candidat,,328,61,0,Non élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Bachand,Alain,M,Sortant (même poste),,328,119,0,Élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Banville,Marie-France,F,Nouveau candidat,,328,91,0,Non élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Côté,Guy,M,Nouveau candidat,,328,0,,Élu sans opposition
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Sini,Réjean,M,Sortant (autre poste),,328,108,0,Élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Grenier,Gérald,M,Nouveau candidat,,328,103,0,Non élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Lamarre,Diane,F,Nouveau candidat,,328,0,0,Désistement
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Sylvie,Morin,F,Nouveau candidat,,328,0,,Élu sans opposition
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Michaud,Danielle,F,Sortant (même poste),,328,131,0,Élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Tremblay,Véronique,F,Nouveau candidat,,328,81,0,Non élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Savard,Jean-Marc,M,Nouveau candidat,,328,109,0,Élu
96010,Godbout,Village,960,Manicouagan,9,Côte-Nord,,,Conseiller,Guillaume,Thériault,M,Nouveau candidat,,328,102,0,Non élu
96015,Franquelin,Municipalité,960,Manicouagan,9,Côte-Nord,,,Maire,GRENIER,STEEVE,M,Sortant (même poste),,0,,,Élu sans opposition
96015,Franquelin,Municipalité,960,Manicouagan,9,Côte-Nord,,,Conseiller,,,,,,,,,Poste vacant
96015,Franquelin,Municipalité,960,Manicouagan,9,Côte-Nord,,,Conseiller,Mansour,Éric,M,Sortant (même poste),,0,,,Élu sans opposition
96015,Franquelin,Municipalité,960,Manicouagan,9,Côte-Nord,,,Conseiller,Grenier-Cyr,Sandra,F,Sortant (même poste),,0,,,Élu sans opposition
96015,Franquelin,Municipalité,960,Manicouagan,9,Côte-Nord,,,Conseiller,Hamel,Victor,M,Sortant (même poste),,0,,,Élu sans opposition
96015,Franquelin,Municipalité,960,Manicouagan,9,Côte-Nord,,,Conseiller,Bourque-Bureau,Jean Pierre,M,Sortant (même poste),,0,,,Élu sans opposition
96015,Franquelin,Municipalité,960,Manicouagan,9,Côte-Nord,,,Conseiller,Lévesque,Roger,M,Sortant (même poste),,0,,,Élu sans opposition
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,,Maire,Montigny,Yves,M,Sortant (même poste),,16265,0,,Élu sans opposition
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Saint-Sacrement,Conseiller,Langlois,Sébastien,M,Nouveau candidat,,2211,266,6,Élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Saint-Sacrement,Conseiller,Girard,Sylvain,M,Sortant (même poste),,2211,227,6,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Mgr-Bélanger,Conseiller,Lajeunesse,Joannie,F,Nouveau candidat,,2199,407,5,Élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Mgr-Bélanger,Conseiller,Girard,Réjean,M,Sortant (même poste),,2199,186,5,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Trudel,Conseiller,Deschênes,Serge,M,Nouveau candidat,,2268,346,5,Élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Trudel,Conseiller,Mayer,Clara,F,Nouveau candidat,,2268,192,5,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Trudel,Conseiller,Gauthier,Dany,M,Nouveau candidat,,2268,130,5,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,N.-A.-LaBrie,Conseiller,Deschênes,Carole,F,Nouveau candidat,,2258,269,1,Élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,N.-A.-LaBrie,Conseiller,Larouche,Mario,M,Nouveau candidat,,2258,131,1,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,N.-A.-LaBrie,Conseiller,Quinn,Mario,M,Sortant (même poste),,2258,60,1,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,La Chasse,Conseiller,Chouinard,Alain,M,Sortant (même poste),,1986,333,6,Élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,La Chasse,Conseiller,Lafontaine,Martin,M,Nouveau candidat,,1986,176,6,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Saint-Nom-de-Marie,Conseiller,Beaulieu,Michel,M,Nouveau candidat,,1882,290,1,Élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Saint-Nom-de-Marie,Conseiller,Lévesque,Onil,M,Sortant (même poste),,1882,111,1,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Sainte-Amélie,Conseiller,St-Pierre,Lysandre,F,Nouveau candidat,,1834,372,2,Élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Sainte-Amélie,Conseiller,Savard,Dave,M,Nouveau candidat,,1834,244,2,Non élu
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Saint-Georges,Conseiller,Desbiens,Michel,M,Nouveau candidat,,1627,0,,Désistement
96020,Baie-Comeau,Ville,960,Manicouagan,9,Côte-Nord,,Saint-Georges,Conseiller,Rainville,Marc,M,Nouveau candidat,,1627,0,,Élu sans opposition
96025,Pointe-Lebel,Village,960,Manicouagan,9,Côte-Nord,,,Maire,,,,,,,,,Poste vacant
96025,Pointe-Lebel,Village,960,Manicouagan,9,Côte-Nord,,Langlois,Conseiller,,,,,,,,,Poste vacant
96025,Pointe-Lebel,Village,960,Manicouagan,9,Côte-Nord,,Murray,Conseiller,,,,,,,,,Poste vacant
96025,Pointe-Lebel,Village,960,Manicouagan,9,Côte-Nord,,Gémus,Conseiller,Lafontaine,Dany,M,Sortant (même poste),,0,,,Élu sans opposition
96025,Pointe-Lebel,Village,960,Manicouagan,9,Côte-Nord,,Dufour,Conseiller,,,,,,,,,Poste vacant
96025,Pointe-Lebel,Village,960,Manicouagan,9,Côte-Nord,,Chouinard,Conseiller,Beaudin,Jeannot,M,Sortant (même poste),Jeannot Beaudin,0,,,Élu sans opposition
96025,Pointe-Lebel,Village,960,Manicouagan,9,Côte-Nord,,Moreau,Conseiller,Ferland,Jacques,M,Sortant (même poste),,0,,,Élu sans opposition
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Normand,Julien,M,Sortant (même poste),,1084,328,2,Élu
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Barbeau,Jean-Roch,M,Nouveau candidat,,1084,117,2,Non élu
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,Lagacé,Conseiller,Leblanc,Robert,M,Nouveau candidat,,210,0,,Élu sans opposition
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,Laflèche,Conseiller,Jean,Georges,M,Nouveau candidat,,138,44,1,Élu
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,Laflèche,Conseiller,Roy-Morin,Roxanne,F,Nouveau candidat,,138,32,1,Non élu
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,Les Petites Rivières,Conseiller,Gauthier,Jean-François,M,Sortant (autre poste),,194,0,,Élu sans opposition
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,Dufour,Conseiller,Tremblay,Keven,M,Nouveau candidat,,213,0,,Élu sans opposition
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,Côté,Conseiller,Mercier,Marie,F,Nouveau candidat,,155,0,,Élu sans opposition
96030,Pointe-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,La Grosse Pointe,Conseiller,Cardinal,Denis,M,Nouveau candidat,,174,0,,Élu sans opposition
96035,Chute-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Émond,Yoland,M,Sortant (même poste),,1195,312,2,Élu
96035,Chute-aux-Outardes,Village,960,Manicouagan,9,Côte-Nord,,,Maire,Ouellet,Yvan,M,Nouveau candidat,,1195,182,2,Non élu
